,ring,Year,SiteID,Winter.Wheat,Lentils,Peas,Barley,Spring.Wheat,Pasture.Grass,Developed.Open.Space,Evergreen.Forests,Dry.Beans,Fallow.Idle.Cropland,Developed.Low.Intensity,Grassland.Herbaceous,Shrubland,Oats,Herbaceous.Wetlands,Sod.Grass.Seed,Alfafa,Deciduous.Forest,Pasture.Hay,Other.Hay.Non.Alfalfa,Developed.Med.Intensity,Apples,Open.Water,Developed.High.Intensity,Triticale,Canola,Sweet.Corn,Potatoes,Asparagus,Corn,Sugar.Beets,Watermelon,Woodly.Wetlands,Grapes,Flaxseed,Herbs,Cherries,Carrots,Other.Crops,Barren,Sunflower,Rapeseed,
127,1000,2013,15,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
128,500,2013,15,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
129,4000,2013,16,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
130,3500,2013,16,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
131,3000,2013,16,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
132,2500,2013,16,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
133,2000,2013,16,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
134,1500,2013,16,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
135,1000,2013,16,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
136,500,2013,16,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
137,4000,2013,17,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
138,3500,2013,17,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
139,3000,2013,17,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
140,2500,2013,17,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
141,2000,2013,17,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
142,1500,2013,17,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
143,1000,2013,17,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
144,500,2013,17,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
145,4000,2013,18,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
146,3500,2013,18,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
147,3000,2013,18,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
148,2500,2013,18,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
149,2000,2013,18,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
150,1500,2013,18,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
151,1000,2013,18,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
152,500,2013,18,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
153,4000,2013,19,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
154,3500,2013,19,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
155,3000,2013,19,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
156,2500,2013,19,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
157,2000,2013,19,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
158,1500,2013,19,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
159,1000,2013,19,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
160,500,2013,19,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
161,4000,2013,20,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
162,3500,2013,20,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
163,3000,2013,20,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
164,2500,2013,20,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
165,2000,2013,20,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
166,1500,2013,20,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
167,1000,2013,20,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
168,500,2013,20,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
169,4000,2013,21,0.129234874,0.038443079,0.02988482,0.0528053,0.008706719,0.030901665,0.089823597,0.361055935,0.013528198,1.31848E-05,0.198683264,0.000313251,0.001923819,0.009126879,0.006456387,0.001839502,0.005313181,0.002082828,0,0.002049658,0.001660975,0.001535838,0.000225574,0.000543247,0.00021989,0.002745514,2.57954E-05,7.83574E-05,0,9.01947E-05,0.007413845,4.41754E-05,9.83002E-05,0,0.001339649,0.000125416,0.000906771,0,2.58754E-05,2.34863E-05,0.000710955,0,
170,3500,2013,21,0.135430132,0.04184431,0.023269434,0.054495959,0.010577766,0.025623641,0.068823582,0.383735809,0.014686101,0,0.196119378,0.000349889,0.001787496,0.007240812,0.005374072,0.002801061,0.005861168,0.003456863,9.1068E-10,0.00124436,0.000484875,0.001323257,0.00033243,0.000598413,3.60613E-05,0.003289967,2.1693E-05,2.8689E-05,0,4.32193E-05,0.008292712,2.28566E-05,0.000224889,0,0.001038653,5.84569E-05,0.000838838,0,0,0,0.000642305,8.50355E-07,
171,3000,2013,21,0.144471835,0.044238348,0.020505607,0.052904942,0.007885418,0.033826231,0.059467243,0.373579599,0.014616276,0,0.208519552,0.000123213,0.001590372,0.006137098,0.004290968,0.003956646,0.001710483,0.002217562,1.68353E-05,0.001528217,5.04968E-05,0.000412182,0.000332942,0.000325553,0.000209175,0.006259265,5.93858E-05,0,0,0.000222071,0.009943284,0,7.33617E-05,0,0.000198667,0.000238128,1.71424E-05,1.70917E-05,0,3.50196E-05,3.27902E-06,1.65093E-05,
172,2500,2013,21,0.130874386,0.044750612,0.026375546,0.056730463,0.003427178,0.039962915,0.071973757,0.378736462,0.011664531,0,0.199120236,0,0.001678509,0.005504413,0.004237729,0.00442801,0.000588174,0.00017395,0,0.000397409,2.08487E-05,0,0.000358685,0.000347671,6.36461E-05,0.008565479,0,8.2859E-05,2.07142E-05,0.000149478,0.008742917,2.07169E-05,1.99581E-05,0.000539176,0.000443573,0,0,0,0,0,0,0,
173,2000,2013,21,0.146066656,0.039894639,0.037516255,0.043339445,0.007104869,0.045877415,0.082341492,0.382618569,0.010947984,2.67536E-05,0.167350119,0.000227426,0.002327653,0.003079939,0.002426364,0.003482683,0.002285637,0.002623429,0,0.000150289,0,0,7.36735E-05,3.80937E-05,0.00065552,0.008526458,0,0.000952386,0,2.63631E-05,0.009541092,0,0.000101742,0.000179844,0.000217211,0,0,0,0,0,0,0,
174,1500,2013,21,0.174374578,0.038465443,0.036567826,0.048651679,0.001441815,0.039328329,0.106311785,0.392911389,0.011815071,0,0.122444554,0.001062068,0.000595503,0.004004185,0.00034273,0.002223414,0.001146061,0.000300599,0,0.000110159,5.8535E-05,0,4.68818E-05,0.000304619,0.00016891,0.008623568,0,0.00050723,0,3.64121E-05,0.007960236,0,5.76908E-05,2.82556E-05,0.000110474,0,0,0,0,0,0,0,
175,1000,2013,21,0.162621821,0.027544382,0.036088545,0.058528866,0.004337713,0.048137616,0.099756694,0.397183643,0.015433237,0,0.126456982,0,0.001617128,0.002187502,0.000720226,0.001807166,0.00213003,0.003146498,0,8.35011E-05,0.000152247,0,0.000509208,0.000301575,0.000699304,0.006196958,0,3.70158E-05,0,6.59247E-05,0.004240758,0,0,1.54614E-05,0,0,0,0,0,0,0,0,
176,500,2013,21,0.131527508,0.012140462,0.032993462,0.07013555,0.007017174,0.075217979,0.059658907,0.463056359,0.014548957,0,0.105459559,0,0.0006745,0.005931813,0.000251869,0,0.003448622,0.008077596,0,0,0,0,0,0.001118685,0.001762921,0.003793298,0,8.036E-05,0,0,0.003104419,0,0,0,0,0,0,0,0,0,0,0,
177,4000,2013,22,0.508883189,#N/A,0,0.080128815,0,0.007299975,0.020524835,0.381444519,#N/A,#N/A,0,#N/A,#N/A,0.001718667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
178,3500,2013,22,0.462475549,#N/A,0.001929381,0.140992907,0,0.005480383,0.014809212,0.371418956,#N/A,#N/A,0.001928904,#N/A,#N/A,0.000964707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
179,3000,2013,22,0.489455477,#N/A,0,0.152797389,0,0.011924722,0.01914462,0.32553769,#N/A,#N/A,0,#N/A,#N/A,0.001140102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
180,2500,2013,22,0.38086698,#N/A,0,0.20238459,0,0.009705447,0.030207916,0.375441674,#N/A,#N/A,0.001393393,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
181,2000,2013,22,0.382097153,#N/A,0,0.120463117,0,0.017548656,0.048174093,0.431716981,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
182,1500,2013,22,0.411309293,#N/A,0,0.101348386,0,0.026317038,0.001903286,0.459121997,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
183,1000,2013,22,0.17857801,#N/A,0,0.184877292,0.008359679,0.028072768,0.02613268,0.564555987,#N/A,#N/A,0,#N/A,#N/A,0.009423585,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
184,500,2013,22,0.02507889,#N/A,0,0.334459231,0,0.039815202,0.025078817,0.566220424,#N/A,#N/A,0,#N/A,#N/A,0.009347435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
185,4000,2013,23,0.508883189,#N/A,0,0.080128815,0,0.007299975,0.020524835,0.381444519,#N/A,#N/A,0,#N/A,#N/A,0.001718667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
186,3500,2013,23,0.462475549,#N/A,0.001929381,0.140992907,0,0.005480383,0.014809212,0.371418956,#N/A,#N/A,0.001928904,#N/A,#N/A,0.000964707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
