"site_year","Year","SiteID.x","State","County","Town","Zone","Crop","Date","cdd","cp","cdd2","cp2","Lat","Long","WDn","WLDn","TotDn","WSg","WLSg","Totsg","WRp","WlRp","TotRp","Wsa","Wlsa","TotSa","WMd","WlMd","TotMd","WRm","WlRm","TotRm","WMfc","MlMfc","TotMfc","Wse","WlSe","TotSe","WAm","WlAm","TotAm","Wri","WlRi","TotRi","TotAph.N","Nymph","TotAph","OThers","X","ring","SiteID.y","X21","X52","X53","X24","X42","X23","X62","X121","X142","X122","X171","X61","X152","X195","X59","X36","X141","X37","X181","X68","X123","X124","X28","X205","X31","X49","X12","X43","X57","X1","X206","X66","X69","X32","X207","X41","X190","X44","X131","X111","X6","X34","X176","X38","X229","X33","X35","X143","X58","X71","X242","X220","X27","X14"
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,483,3000,"2012_60",0.0225278146478175,0.0011187453177492,0.0160990511147495,0.15346267021999,0.00455462520230915,0.307919798798521,NA,0.0186022579271522,NA,NA,NA,0.266700899213109,0.00413561878242653,NA,0.0233158670029961,0.0156469040782235,NA,0.0293781728197921,NA,NA,NA,NA,0.010266913690423,NA,0.113058138972791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132125222119498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,484,2500,"2012_60",0.0822538390394874,2.43255064610521e-05,0.0158502038406661,0.0547241031262816,0.00278315088170506,0.29842528199526,NA,0.0319591182571381,NA,NA,NA,0.273693557566264,0.00386504734396143,NA,0.00716921755938649,0.00734914433453575,NA,0.0328331069001605,NA,NA,NA,NA,0.027709408482737,NA,0.144888156715094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164723384508609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,485,2000,"2012_60",0.0728353138336301,0,0.00239257102652774,0.0896974117270305,0,0.474124436239357,NA,0.0226678063051484,NA,NA,NA,0.188179297792498,0,NA,0.00104137254199496,0.008501303387987,NA,0.0168447005000294,NA,NA,NA,NA,0.0128102188754346,NA,0.098092999953272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128125678170902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,486,1500,"2012_60",0.0189929454458898,0,0,0.451010017064218,0,0.461299819222945,NA,0.0198821061965802,NA,NA,NA,0.0149774751184987,0,NA,0.00104682661887406,0.00500949634827313,NA,0.00782190628369038,NA,NA,NA,NA,0.00729211509930381,NA,0.0102066732261479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00246061937557874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,487,1000,"2012_60",0.00417465329370208,0,0,0.539798517888995,0,0.352022507619191,NA,0.0439069275630967,NA,NA,NA,0,0.00171244792367679,NA,0,0.00417475063814244,NA,0,NA,NA,NA,NA,0,NA,0.0201232655371737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0340869295360222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_60",2012,60,"Idaho","Idaho","Greencreek",3,"WW","6/19/12",488.35,384.1,488.25,383.9,46.07813333,-116.2591167,0,0,0,0,0,0,0,1,1,1,28,29,0,6,6,0,0,0,25,41,66,0,0,0,0,0,0,0,0,0,204,46,250,1,488,500,"2012_60",0,0,0,0.57308708912412,0,0.264159610326404,NA,0.132060602723315,NA,NA,NA,0,0.00738661610759499,NA,0,0.0125237408570062,NA,0,NA,NA,NA,NA,0,NA,0.000104802313380414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106775385481796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,4000,"2012_61",0,NA,0.233327898621849,0,0.00415383544074613,0,NA,0.0140312662687745,NA,0.0124680551727234,NA,0.000833732449164431,0.0302084943319919,NA,0,0.308022699454382,NA,0.00601725342591581,NA,0.0254264860881678,0.00334171574779618,0.00374390454948054,NA,NA,NA,0,0.104992002892496,0.124794535709355,0.000843358674675144,0.000843129822740047,0,0,0.0114688442786265,NA,NA,0,NA,NA,NA,NA,0.101485509364768,NA,0.0139972777063472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,3500,"2012_61",0.000370103505545683,NA,0.169515194302863,0.00192426711059658,0.0114891781021097,0.0100094625023831,NA,0.0218903922320441,NA,0.0254768790888728,NA,0.00474371827463273,0.0321774565849632,NA,0,0.297889656667588,NA,0.0108791671971641,NA,0.0244261291678846,0.00189329538470411,0.00238047546635141,NA,NA,NA,0.000946656258554101,0.0975277002417936,0.153643052327666,0.00143199568205055,0.000946587728254048,0,0.00189381499662613,0.02003991842904,NA,NA,0.000946673390757722,NA,NA,NA,NA,0.0873508013635448,NA,0.0202074239940095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,3000,"2012_61",0.000681657201680147,NA,0.0568549787644813,0.00766706006892535,0.0186929404336727,0.14838665811166,NA,0.00653379702654207,NA,0.00341590396241545,NA,0,0.0453105389844596,NA,0,0.245350637993745,NA,0.0071306446482275,NA,0.0214903740125021,0,0,NA,NA,NA,0,0.152013551970207,0.223288244515018,0.00166390745376611,0,0,0,0.0197054252841687,NA,NA,0,NA,NA,NA,NA,0.0272089194038099,NA,0.0146047601647194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,2500,"2012_61",0,NA,0.00136763156074245,0.00864992251246241,0.00168287170143106,0.226771296715847,NA,0.0177063433710506,NA,0.00579805604468628,NA,0,0.074121601037794,NA,0.00292972575610104,0.119260770966266,NA,0,NA,0.0229504187777257,0.00615801917349717,0.00212036691839578,NA,NA,NA,0,0.227883748990912,0.23880101508085,0,0,0.00136738411603598,0.00546968493380737,0.0222950442489891,NA,NA,0.00136756557931949,NA,NA,NA,NA,0,NA,0.0132985325140862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,2000,"2012_61",0,NA,0,0.0136948976330866,0.00527452462330686,0.30425421780044,NA,0.00418005582102902,NA,0.00175808649928679,NA,0.0193414754536178,0.0236748586569296,NA,0.00150837064578209,0.0310990800616061,NA,0.00285121432215662,NA,0.0025146388994674,0.00087286262898826,0.00254804164862348,NA,NA,NA,0,0.299748060652039,0.279860706677119,0,0,0,0,0.00307566639715759,NA,NA,0,NA,NA,NA,NA,0,NA,0.0037432415793635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1500,"2012_61",0,NA,0,7.53800502640432e-06,0.00230030665206843,0.362796503568947,NA,0,NA,0,NA,0,0,NA,0,0,NA,0.00339319859316527,NA,0.0151165486506343,0,0,NA,NA,NA,0,0.313863811784389,0.300518130528094,0,0.0013866145626933,0,0,0.000617347654982546,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1000,"2012_61",0,NA,0,0,0.00847340442858794,0.389292664900593,NA,0,NA,0,NA,0,0.00410242453030371,NA,0,0.00410262248453867,NA,0.00635644932213093,NA,0.0199075488045143,0,0,NA,NA,NA,0,0.283930130509399,0.277940484829528,0,0.00179162296078577,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0.00410264722961757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_61",2012,61,"Washington","Grant","Quincy",6,"WW","5/16/12",439.6,77,448.5,80.2,47.03823333,-119.7920667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,500,"2012_61",0,NA,0,0.0246155864335395,0.0123075705236374,0.415079599858787,NA,0,NA,0,NA,0,0,NA,0,0,NA,0.0178541801593908,NA,0.0738466108362351,0,0,NA,NA,NA,0,0.239059831472515,0.204928827497878,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0.0123077932180179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,497,4000,"2012_62",0.0123521716778231,0.00171384741788449,0.00565850324754929,0.428972198572708,0.0771716805334544,0.0647471140757248,NA,0.0152462244199778,0.0502306941395775,0,NA,0.0155632121930288,0.144374830986621,0.000856712088410559,NA,0.0025701715386969,0.0287634666884118,0.00105759110218574,NA,NA,0,0,NA,NA,0.0663937665568928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0843278147610531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,498,3500,"2012_62",0.0101972050526513,0.000445165849508115,0.000380367253969486,0.507035149399913,0.147303916765135,0.0544483612570688,NA,0.0201504676037242,0.0755679236215063,0,NA,0.000853473247304158,0.0424349060843384,0,NA,0.00329509523301212,0.0243246846544748,0.0026521529521291,NA,NA,0,0,NA,NA,0.0610484967887439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0498626342365214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,499,3000,"2012_62",0.012551638645043,0.00579899798519852,0.00559699735594198,0.487923029588285,0.244309565393181,0.115738991682566,NA,0.0173282340558931,0.00428999227348392,0,NA,0,0.029341801104683,0,NA,0.00177204582599121,0,0.00317643227174562,NA,NA,0,0,NA,NA,0.0634988684497769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00867340536821132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,500,2500,"2012_62",0.0219437658593326,0.01241131639259,0.00424194995160368,0.34114747613696,0.236938781403422,0.269508597570548,NA,0.0235745043554135,0,0,NA,0,0.0130369572436909,0,NA,0.00138511247807939,0,0.00165811937459843,NA,NA,0,0,NA,NA,0.0646400914409776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00951332779278402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,501,2000,"2012_62",0.0380939664960508,0.00260092011061332,0,0.285280216770378,0.223779748383998,0.370215863859349,NA,0.0262904564929644,0,0,NA,0,0,0,NA,0.00178103694565672,0,0.00178101599890807,NA,NA,0,0,NA,NA,0.0244762659773888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257005089646924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,502,1500,"2012_62",0.0466188242787837,0,0,0.364731828619512,0.101113915789629,0.398176938938196,NA,0.0304255598292179,0,0,NA,0,0,0,NA,0.00249346638162205,0,0.0049869181002554,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0514525480627845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,503,1000,"2012_62",0,0,0,0.494814779291118,0,0.420357279586451,NA,0.0253001373490131,0,0.00385260704019215,NA,0.00415580173554464,0.0041557772967685,0,NA,0,0,0,NA,NA,0.0166231825003032,0.00415580173468984,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265846334659202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_62",2012,62,"Idaho","Nez Perce","Culdesac",3,"WW","5/31/12",415.95,379.8,415.7,379.8,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,4,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,36,4,40,3,504,500,"2012_62",0,0,0,0.506699484648502,0,0.384447763497698,NA,0.0996176730562001,0,0.000909584085688065,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00832549471191208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,505,4000,"2012_63",0.0123521716778231,0.00171384741788449,0.00565850324754929,0.428972198572708,0.0771716805334544,0.0647471140757248,NA,0.0152462244199778,0.0502306941395775,0,NA,0.0155632121930288,0.144374830986621,0.000856712088410559,NA,0.0025701715386969,0.0287634666884118,0.00105759110218574,NA,NA,0,0,NA,NA,0.0663937665568928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0843278147610531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,506,3500,"2012_63",0.0101972050526513,0.000445165849508115,0.000380367253969486,0.507035149399913,0.147303916765135,0.0544483612570688,NA,0.0201504676037242,0.0755679236215063,0,NA,0.000853473247304158,0.0424349060843384,0,NA,0.00329509523301212,0.0243246846544748,0.0026521529521291,NA,NA,0,0,NA,NA,0.0610484967887439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0498626342365214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,507,3000,"2012_63",0.012551638645043,0.00579899798519852,0.00559699735594198,0.487923029588285,0.244309565393181,0.115738991682566,NA,0.0173282340558931,0.00428999227348392,0,NA,0,0.029341801104683,0,NA,0.00177204582599121,0,0.00317643227174562,NA,NA,0,0,NA,NA,0.0634988684497769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00867340536821132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,508,2500,"2012_63",0.0219437658593326,0.01241131639259,0.00424194995160368,0.34114747613696,0.236938781403422,0.269508597570548,NA,0.0235745043554135,0,0,NA,0,0.0130369572436909,0,NA,0.00138511247807939,0,0.00165811937459843,NA,NA,0,0,NA,NA,0.0646400914409776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00951332779278402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,509,2000,"2012_63",0.0380939664960508,0.00260092011061332,0,0.285280216770378,0.223779748383998,0.370215863859349,NA,0.0262904564929644,0,0,NA,0,0,0,NA,0.00178103694565672,0,0.00178101599890807,NA,NA,0,0,NA,NA,0.0244762659773888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257005089646924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,510,1500,"2012_63",0.0466188242787837,0,0,0.364731828619512,0.101113915789629,0.398176938938196,NA,0.0304255598292179,0,0,NA,0,0,0,NA,0.00249346638162205,0,0.0049869181002554,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0514525480627845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,511,1000,"2012_63",0,0,0,0.494814779291118,0,0.420357279586451,NA,0.0253001373490131,0,0.00385260704019215,NA,0.00415580173554464,0.0041557772967685,0,NA,0,0,0,NA,NA,0.0166231825003032,0.00415580173468984,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265846334659202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_63",2012,63,"Idaho","Nez Perce","Culdesac",3,"WW","6/19/12",582.5,431.9,582.5,431.9,46.32165,-116.7863167,0,0,0,0,0,0,0,0,0,5,4,9,12,5,17,0,0,0,11,26,37,0,0,0,0,0,0,0,0,0,126,6,132,1,512,500,"2012_63",0,0,0,0.506699484648502,0,0.384447763497698,NA,0.0996176730562001,0,0.000909584085688065,NA,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00832549471191208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,513,4000,"2012_64",0.103157637235821,0.00085084691903084,0.0157670879559761,0.536963699951785,0.128553121781581,0.146312311594094,NA,0.0243641731983905,NA,0.0124644684984603,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315666528648607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,514,3500,"2012_64",0.12059446798898,0,0.00382366879346612,0.421405783748941,0.111771117399179,0.23291266655756,NA,0.0489167966811123,NA,0.0170109584220536,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435645404087073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,515,3000,"2012_64",0.0541579332728995,0,0.00621880377822729,0.471348237380728,0.114573575035348,0.216206792082472,NA,0.069316774608427,NA,0.0305475366272366,NA,0,0.00112980220617956,NA,NA,NA,NA,0.00225981161334992,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0342407333951328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,516,2500,"2012_64",0.00423169080971339,0,0.00287476291387458,0.502794384692579,0.203020931874816,0.220540172317632,NA,0.0126759669560198,NA,0.00138095922170565,NA,0,0.0027619919644317,NA,NA,NA,NA,0.00414300020052627,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0455761390487017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,517,2000,"2012_64",0.00166143567563012,0,0.000734445895859737,0.578832342636789,0.130701959495483,0.150592498181232,NA,0.018136830049833,NA,0.0018496137971865,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117490874267987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,518,1500,"2012_64",0,0,0,0.723118813635835,0.00847459369029522,0.130570861626022,NA,0.0178212587845256,NA,0.00486772045687863,NA,0,0.00745713565457844,NA,NA,NA,NA,0,NA,NA,0.00497146788347374,0.00248572658951297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100232421678879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_64",2012,64,"Washington","Whitman","Uniontown",2,"WW","6/13/12",495.55,416.4,495.55,416.4,46.49213333,-117.0857667,0,0,0,0,0,0,0,1,1,4,12,16,0,4,4,0,0,0,21,41,62,0,0,0,0,0,0,0,0,0,166,4,170,0,519,1000,"2012_64",0,0,0,0.86312327551101,0,0.0375298636264032,NA,0.0409719865122087,NA,0,NA,0.00414290215197201,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0542319721984067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
